LINE	YEAR	GENRE	SOURCE	CONTEXT
17	1902	FIC	Play:Herrick	? The tell-tale blush comes up thy cheek as dawn comes up the sky. Fie, fie upon thee. Tell me, dost thou love me? p. 8
18	1902	FIC	Play:Herrick	tell-tale blush comes up thy cheek as dawn comes up the sky. Fie, fie upon thee. Tell me, dost thou love me? p. 8 TEMPLE'
19	1902	FIC	Play:Herrick	. TEMPLE Your secret? Tell-tale face? Ah -- what --? AUNT TEMPLE Fie, thou dost dissemble now. But thine eyes were keen, ah, I
20	1902	FIC	Play:Herrick	AUNT TEMPLE Come tell me all. p. 39 HERRICK All what? AUNT TEMPLE Fie, fie, I know it all -- thy secret. HERRICK Thou dost?
21	1902	FIC	Play:Herrick	Come tell me all. p. 39 HERRICK All what? AUNT TEMPLE Fie, fie, I know it all -- thy secret. HERRICK Thou dost? Bless thee
22	1902	FIC	Play:Herrick	True, true, that's what the housemaid useth at my chamber door. Fie! AUNT TEMPLE Back to thy work, chatter-box. TEMPLE (Working and singing
23	1902	FIC	Play:Herrick	's heart, by tricks, by insult and by foul deceit. Oh, fie! Shame on ye, and most on you, my father. What are
24	1902	FIC	Play:Herrick	, was that hoof-beats on the turf? HASTINGS Nay, I heard naught. Fie, are we women to be so alarmed? MR. WETHERIDGE I like it
25	1902	FIC	Play:Herrick	a joke to take Bob Herrick down, oh me! TEMPLE A joke, fie, father, fie! SIR TEMPLE Look on the poor man's face and
26	1902	FIC	Play:Herrick	Bob Herrick down, oh me! TEMPLE A joke, fie, father, fie! SIR TEMPLE Look on the poor man's face and tell me which it
27	1902	MAG	Atlantic	to full maturity with this new century of our national existence and to full self-consciousness fie a nation. And the day of our isolation is past. We shall learn
28	1902	MAG	Atlantic	lectured at many intervening towns. Often he scent farther, to the Pac i fie Coast. Into an hour's talk he would pack a mass of compressed Information
29	1902	MAG	Atlantic	famous and honors were crowding upon him, he enjoyed them without undue elation. fie thought of what he hoped to do, not of what he had done.
30	1902	MAG	Harpers	 21349 FIE boy who stated that a vessel going from the Potomac by way of the Suez
31	1902	MAG	Harpers	: If Lord Melbourne isn't very tired, c'd he come here? Fie needn't, dress, but can come just as he' is. The
32	1902	NEWS	NYT-Reg	as follows:, " F. C. A.ndrews would draw a check for the amount fie wanted, and have it certified by the Cashier, Henry R. Andrews. He
33	1903	NEWS	NYT-Reg	w'ho has been in this city two weeks, accosted Fagan and told him that fie had been held up by a gang of men in front of: 13 Carmine
34	1903	NEWS	NYT-Reg	as Jacob von Sternbergen, twenty-six years o/d. a donkey engine man on the steamship. fie was held for the United Stales authorities on complaint of Customs Inspector T. J. Hooley
35	1904	NF/ACAD	WondersNatureAchievements	hollow hemispheres. In the centre of the lower one is a disc, which Fie. 170. does not quite reach the edges. Between the two hemispheres is a
36	1905	FIC	FairyTalesEvery	hanging on, as if there were not enough of us already! And -- fie! - - how that duckling yonder looks; we won't stand that!
37	1905	MAG	Atlantic	both as a literary production and as a deposit of political wisdom and experience. fie is as hard on the " uncritical awe " of its early worshipers as on
38	1905	MAG	Nation	great era in German literature at the end of the eighteenth century, m as fie deplor -- s the fact that " but few of the ideals that swelled the
39	1906	MAG	Harpers	is the statement made in the metrical romance of " Sir Amadas. " " Fie I the tales that I have been told, " is the speech of one
40	1907	FIC	BeatrixClare	, inviting him to join them. But he declined with sarcastic pleasantry. " Fie, sir! It was not a gallant speech, " cried the Lady Strange
41	1907	NEWS	NYT-Reg	sense meant the retirement of Mr. Hill from the direction of Great Northern affairs. fie added that Mr. Hill's duties as Chairman would be practically identical with the duties
42	1907	NEWS	NYT-Reg	Cripple Creek. Orchard made a similar denial, as, - in fact, fie did to all of the.. questions: - The third question was of
43	1907	NEWS	NYT-Ed	, hewonld make the admission general, the exclusion specific and exceptional. - This fie in reality the letter and the mint of the law on the subject, and
44	1908	FIC	Play:ScarecrowThe	and hands. JUSTICE MERTON What! he will dare -- an illegitimate -- DICKON Fie, fie, Gilly! Why, the brat is a lord now. JUSTICE
45	1908	FIC	Play:ScarecrowThe	. JUSTICE MERTON What! he will dare -- an illegitimate -- DICKON Fie, fie, Gilly! Why, the brat is a lord now. JUSTICE MERTON Oh
46	1908	FIC	Play:ScarecrowThe	(Throwing the book into the fireplace.) She does not come! DICKON Fie, fie, Jack; thou must not be breaking thy Dickon's apron-strings with
47	1908	FIC	Play:ScarecrowThe	the book into the fireplace.) She does not come! DICKON Fie, fie, Jack; thou must not be breaking thy Dickon's apron-strings with a will
48	1908	FIC	Play:ScarecrowThe	! DICKON Eh? Why not? LORD RAVENSBANE I am a monster. DICKON Fie! fie! Thou shalt have her. LORD RAVENSBANE Have her, Dickon?
49	1908	FIC	Play:ScarecrowThe	Eh? Why not? LORD RAVENSBANE I am a monster. DICKON Fie! fie! Thou shalt have her. LORD RAVENSBANE Have her, Dickon? DICKON For
50	1908	NF/ACAD	ArtsCraftsInMiddle	sad productions of barbrous and dull spirits, which disfigure our old churches. " Fie on a Frenchman who could so express himself! We recall the story of how
51	1909	FIC	Play:MiceMen	the trips to Ranelagh, that Harry let on to? p. 14 JOANNA GOODLAKE Fie, Mr. Goodlake. Your credulity is amazing. protest I scarce left the house
52	1909	MAG	Nation	feeling and humdrum virtue. At heart, we have all become Hot-spurs, crying fie upon this quiet life. As we have said, the attack upon the Taft
53	1909	NF/ACAD	KoranAl-Quran	God, that which doth not profit you at all, nor injure you? Fie on you and on that ye worship instead of God! What! do ye
54	1909	NF/ACAD	KoranAl-Quran	them attain to old age with thee: and say not to them, " Fie! " neither reproach them; but speak to them both with respectful speech;
55	1909	NF/ACAD	ProgressInLanguage	used only in the very oldest texts as accusatives distinct from the datives me, fie, us, eow, unc, inc, and which are soon ousted by
1	1910	FIC	MotorGirls	, and not even scraping the tires; after me -- even kissing you! Fie! fie! little girl. Some day you may want another machine -- or
2	1910	FIC	MotorGirls	not even scraping the tires; after me -- even kissing you! Fie! fie! little girl. Some day you may want another machine -- or a kiss
3	1910	MAG	Atlantic	see what it is all trout..1 hailer must not be too modest to fie must have some way of apiirising his followers of his whereabouts. This is not
4	1910	NEWS	NYT-Reg	he was 52 years old, and born in Tripoli. The prisoner admitted that fie had booked under another name, and said that while he had been an army
5	1911	FIC	SlovenlyBetsy	Oh! Betsy, what a sight you are! Oh! Slovenly Betsy, fie! " One rainy day her parents went Some pleasant friends to meet. They
6	1911	FIC	SlovenlyBetsy	she oft tore limb from limb, To gratify a foolish whim. Illustration " Fie! " said her mother, " don't you know, That if you
7	1911	MAG	Nation	and strong-minded woman, thinkest thou lightly to forego the meek raptures of obedience? Fie, thus to flout thy natural lord' Must she obey? She must'
8	1911	NEWS	NYT-Reg	between the United States and Great Britain, and as such was =U.;' fie thegenate, 1?
9	1913	FIC	LadyPirate	first chapter of Genesis, Jimmy. " " What's that? " " Fie! Fie! Jimmy, haven't you read that? " He shook his
10	1913	FIC	LadyPirate	of Genesis, Jimmy. " " What's that? " " Fie! Fie! Jimmy, haven't you read that? " He shook his head.
11	1913	FIC	LadyPirate	her good-looking, but I am sure I don't know why. " " Fie upon you! She is superb. In short, Helena, I am not
12	1913	FIC	LadyPirate	that they were mallards and teals, a couple of dozen at least. " Fie, fie! " said I. " I fear you've been shooting on the
13	1913	FIC	LadyPirate	were mallards and teals, a couple of dozen at least. " Fie, fie! " said I. " I fear you've been shooting on the water.
14	1913	FIC	LadyPirate	gone. Then I noted that our friend Partial had gone with her. " Fie! Partial, after all, you loved her more! " I said to
15	1913	MAG	Atlantic	or for any other benefit than their owntor is there any reason why it should fie expected that these disastrous competitions would be carried on beyond the point which the competitors
16	1913	MAG	Harpers	or research work with an intensity unknown to any other method. A letter can fie read when inclosed in twelve thicknesses of envelope. Coins and bank-bills have been discovered
17	1914	MAG	Atlantic	too absorbed in remote considerations to throw himself with passion into direct conflict.' fie was the most extraordinary man I ever saw,' says Heintzelman.' I
18	1916	FIC	UnspeakablePerk	force back of the phenomenon. That energizing force she surmised was temper. " Fie! " said she severely. " Beetle gentlemen should control their little feelings.
19	1916	FIC	Play:CalibanByYellow	piteous aspect. See you here, sir? ANTONY Hiding his face. O fie, fie, fie! CHARMIAN Bending over her. Madam! EROS Appealing to
20	1916	FIC	Play:CalibanByYellow	. See you here, sir? ANTONY Hiding his face. O fie, fie, fie! CHARMIAN Bending over her. Madam! EROS Appealing to Antony.
21	1916	FIC	Play:CalibanByYellow	you here, sir? ANTONY Hiding his face. O fie, fie, fie! CHARMIAN Bending over her. Madam! EROS Appealing to Antony. Sir,
22	1916	FIC	Play:CalibanByYellow	ALL As they dance about him, pinch, burn him, and sing: Fie on sinful fantasy! Fie on lust and luxury! Lust is but a bloody
23	1916	FIC	Play:CalibanByYellow	him, pinch, burn him, and sing: Fie on sinful fantasy! Fie on lust and luxury! Lust is but a bloody fireKindled with unchaste desire,
24	1916	MAG	Atlantic	time he brought triumphantly back a string three feet long of dried sausages. Haef. fie always did have a healthy appetite, and it transpired that on the way hack
25	1916	NEWS	NYT-Ed	maintaining his establishment rises. At last be is unable to' keep up. fie must' sell out. And the- buyers are, tlioSe..' who.
26	1917	FIC	RiseDavidLevinsky	? " " Because it is a sin to do so, my comfort. Fie upon it! " This answer settled it. One did not ask why it
27	1917	NEWS	NYT-Reg	and talked over the prospect with his wife and daughter, Miss Choate said. fie spoke feelingly of his interest in the university. When Dr. Draper announced that Mr.
28	1917	NEWS	NYT-Reg	1898 delivered a number of effective addresses for the Republican candidate, for Governor. fie 1897 Mr. Choate was a candidate for United States Senator. but was defeated by
29	1919	FIC	FirelightFairy	him, grasped the enchanted flower, and tossed it into a ditch. " Fie, what a naughty page! " cried the lords and ladies. The company
31	1919	FIC	Play:NurseryMaidHeaven (1)	proposal coming from Sister Benvenuta -- that alone -- ABBESS That will do. Fie, fie, little sister. The Sacred Bambino is not your serving Cavalier,
32	1919	FIC	Play:NurseryMaidHeaven	coming from Sister Benvenuta -- that alone -- ABBESS That will do. Fie, fie, little sister. The Sacred Bambino is not your serving Cavalier, that you
33	1919	NF/ACAD	PsychologyGeneral	This is shown by the fact that the development of the idea of the I Fie. 55. Ancient and modern Chinese writing The upper line shows ancient forms of
34	1919	NF/ACAD	PhilosophySpeech	is these very discrepancies between the sound and the form of words which start t fie mind reflecting about the origins of our speech. The same i
1	1920	FIC	PoemsHenryVanDyke	, fool, and what she would do if her husband returned. SHUMAKIM: Fie! fie! That is no talk for an innocent fool to hear. Has
2	1920	FIC	PoemsHenryVanDyke	, and what she would do if her husband returned. SHUMAKIM: Fie! fie! That is no talk for an innocent fool to hear. Has she a
3	1920	NF/ACAD	OrdinanceWorld	firing above noted: " In their present con (lition these buns can not fie depended ilpon to fire, a sir) le magazine without malfunctions. W ctiter
4	1921	FIC	ChildrenWhirlwind	with a little play of smiling pouts, very bewitching on such lips. " Fie, my lord! Be pleased to call your wolves off my lambs. "
5	1921	FIC	ChildrenWhirlwind	it to shelter them from the rain that you wear them? "... " Fie, Tata! Can you not fib yet without changing color? " But Elfgiva
6	1921	FIC	PaganMadonna	want to moralize, where's the line between the thief and the receiver? Fie on you! Dare you hang that Da Vinci, that Dolci, that Holbein
7	1921	FIC	PaganMadonna	adventure. Are you any better than he? Were those treasures honourably yours? Fie! No, I won't demand that you let him go; I'll
8	1921	NEWS	NYT-Reg	fiancee of. Lieutenant moor, had received no additional information at her borne at fie West Eighty-seventh Street. Mrs. Stephen A. Farrell, wife of Lieutenant Farrell, at
9	1921	NEWS	NYT-Reg	with his promise to do nothing' which would displease the French, Government. Fie made no official communication of the German note, but saw that Ambassador - Jusserand
10	1921	NEWS	WallStJrnl	had the pound sterling and the franc been allowed to fall to 3.20 and below fie as they were following the war with American credit withdrawn. All three nations have
11	1921	NEWS	NYT-Ed	his party followers who are now begging the Presidentto, save them,' " fie might well ask: " Who is sufficient for these things? " The work
12	1921	NEWS	NYT-Reg	who called on him at the Hotel' Vittoria. " No one is forcing Fie to sing at - any specified time, and the moment when I shall sing
13	1921	NF/ACAD	MirrorsWashington	comic-paper way, and Fiume pronouncing the first syllable as if he were exclaiming " Fie! for shame! " -- an unspoiled Texan who must have cared as little
14	1922	FIC	HairyApe	imbedded in the heart of the ship. All the men jump up mechanically, fie through the door silently close upon each other's heels in what is very like
15	1922	FIC	SkyLineSpruce	. And now he could scarcely restrain his triumphant chuckles in Ben's hearing. Fie made his pack -- a few simple provisions wrapped in his blanket -- and a
16	1922	FIC	CopperStreakTrail	capital G? Nix! You appealed to ambition, egotism, and greed.... Fie! A fie upon each of you! " " Don't do that!
17	1922	FIC	CopperStreakTrail	Nix! You appealed to ambition, egotism, and greed.... Fie! A fie upon each of you! " " Don't do that! Have mercy!
18	1922	FIC	LoveConquersAll	is an deplorable thing, God wot, " says the traveling man. " Fie, brother, but you think awry. Come, don smart your thinking-cap and
19	1922	FIC	Play:MerchantVenice	not sad. p. 4 SALARINO Why, then you are in love. ANTONIO Fie, fie! SALARINO Not in love neither? Then let's say you're
20	1922	FIC	Play:MerchantVenice	. p. 4 SALARINO Why, then you are in love. ANTONIO Fie, fie! SALARINO Not in love neither? Then let's say you're sad,
21	1922	FIC	Play:MerchantVenice	,' t is mine, and I will have it.If you deny me, fie upon your law! There is no force in the decrees of Venice.I stand for
22	1922	MAG	GoodHouse	paddled across a stream astride a log. At once the child becomes interested. FIe wants to hear more and, if one can spare the time to do it
23	1922	MAG	Atlantic	but an entry to the world where she and her daughters had a birthright? Fie!' t was a very different pair of shoes. But George Anne had
24	1922	MAG	Atlantic	of plants, animals, and man, and with the inheritance o f spcci fie individuals. And it reveals much of the actual physical mechanism of heredity. Mendel
25	1923	FIC	Confidence-Man	grave ere maturity struck them with a sharper frost. - - Charlie? " " Fie! you're a girl. " " Help, help, Charlie, I
26	1923	FIC	Play:AmIGoIllSaySo	was a frame and it was not to blame. It was not shame shame fie for shame nobody nobody will know the name. And all the same he was
27	1923	FIC	Play:RobinHoodMerry	! I want a greater thing -- a kiss from thee! DOROTHY Oh, fie! LITTLE JOHN' T is all I crave! DOROTHY Well --' t
28	1923	MAG	NewRepublic	corroborated by the indignation of at least a few private citizens before action is T FIE NE W // taken. No sooner had this good news been cele? brated
29	1923	MAG	NewRepublic	 15212409 T FIE NE W // taken. No sooner had this good news been celebrated, however
30	1923	MAG	NewRepublic	 15214308 rU fie Ne0 REPUBLIC A Journal e Opinion, VOL. XLI NEW YORK, WEDNESDAY,
31	1923	NEWS	NYT-Reg	in any way connected with NIcaIanus's alleged bribe offer to Beidleman's secretary. fie said that he was willing to withdraw the motion made by his law partner if
32	1924	MAG	NewRepublic	gathering, though necessarl, u more disinterested, intent upon the business of a fie, markably well-run organization. The resolutions concerning women's interests were taken up vint11
33	1925	FIC	Play:FirstFlight	ain't been dancing with him, not a reel, sir -- telling him fie and foe, and how she's saving her powers for that red-headed cap'n who
34	1925	MAG	Time	. She sang # By Gis and By Saint Charity, # Alack, and fie for shame.... and others of the warped lyrics of Ophelia-the Ophelia
35	1925	NEWS	NYT-Reg	the Administration in sending delegates to the League's Conference on Arne: Tra f fie. " he said:?? We urge the extension of this cooperation for
36	1926	MAG	Harpers	elements must be reconciled, and should be. Science in contradiction with religion? Fie! Never! Why, science only clarifies religion, and religion enriches and fructifies
37	1927	NEWS	Chicago	organist. We have been going together five months and we are engaged. " FIe has some girl from another city write to him and has the letters sent to
38	1927	NEWS	NYT-Reg	Gibson assured his fellow-delegates that this entirely depended upon the amount of total tonnage. Fie denied the contention emanating recently from the British side that Americans at Washington had forced
39	1927	NEWS	Chicago	ago a young man giving the name of James Britt registered at the hotel. fie was given the apartment in which the dead man was found. A few days
40	1928	NEWS	NYT-Reg	on it. The Senator from Arkansas can not remain leader of the Democrats and fie the battle of the Roman Catho- a lio. " KeFy time it is raised
41	1928	NEWS	Chicago	government has not been obtained. In these circumstances,. it is remarkable that fie mayor's committee of citizens, appointed to advise and assist him in just such
42	1928	NEWS	Chicago	accompany the request. Please do not send article to The Tribune, but write fie. the address of the applicant and send direct Summer Dresses Heisted. " Do
43	1928	NF/ACAD	IndustrialOrganization	: /00 MATERIAL: Cast Iron USAGE: 0.428#lpc. USED ON MODELS A // Fie. 2o. -A Master Plan of Work. figure by the number of hours that
44	1929	NEWS	Chicago	havp been roosting around In circus side shows or licking dry snoopers. Pee, fie, fo, furry, I smell the blood of an Englishman. " Ah
45	1929	NEWS	NYT-Let	remote or how few its open hours is in assumption born of isolation, and fie seclusive spirit, and of a touch of the curious superstition that museum's objects
46	1929	NEWS	NYT-Let	demand. With an initial expense to the American people of $500,000. - 000, fie will doubtless be able artificially to raise the price of wheat to a limited extent
47	1929	NEWS	Chicago	taken to the County hospital. He was transferred to the Psychopathic hospital Monday. fie had nothing in his clothing to identify Min. All the clothing he
1	1930	FIC	DeepeningStream	, he thought, feeling the slow heat burn its way to his temples. FIe looked back at the Montaigne, resolutely turned over a page, and suddenly thought
2	1930	FIC	YearsGrace	But that is different, and he is paid for doing it. " " Fie on you, Brother. How can you speak so disparaginglyof dear Father Serra.
3	1931	FIC	FinchsFortune	were. Just finding himself alive was often a rather frightening surprise to him. FIe wondered when he would outgrow it and rather hoped he would not, for there
4	1931	FIC	XXXYYY	, or was it some suspicion on the patron's part, or what? fie had always hoped he would be taken to Olintlan on one of the hacendado's
5	1931	NEWS	CSMonitor	signified its intention of acting bong such a line, Mr. Castle 139inteti Out. Fie expressed every confidence, that? -- a satisfactory arrangement would be evolved which would
6	1932	FIC	MagnoliaStreet	his razor suspended over the taut tendons of his neck. Socialism was unscientific. Fie was a sociologist. His pronunciation of the word was a little unsteady, and
7	1932	MAG	SatEvePost	India were more familiar than the new words they were learning for t he Paci fie Coast. Al ready S I 00,000.000 of gold had come around I he Horn
8	1932	MAG	SatEvePost	he sized up my clothing and said that I'd better exchange my woolen, fie 42) Mary for fur. tooEskimeasurements, and her deft needlework 42 THE SilTURDAY
9	1932	MAG	SatEvePost	1929 by being sensible. Today he thinks the worst is yet to come. fie means, for all his friends to lose all their money. In protecting themselves
10	1932	MAG	SatEvePost	about the man he was representing, and he stated that he did not. fie added that Mr. Dash had just come into his office a. few minutes before and
11	1933	FIC	CaseFoSulkyGirl	me, and sufficient for my purpose. Thank you, Mr. Rayburn. " FIe turned and walked from the bank, leaving behind him a cold-eyed individual who surveyed
12	1933	NEWS	NYT-Reg	that the McCooey organization was largely responsible for the evils in the city government. fie predicted that on Nov. 7 the voters " are going to rise in their might
13	1934	FIC	LongRemember	nodded Adam Duffey. " Said to be a Copperhead. " " Yes. fie is one. That's what people are whispering of me, no doubt.
14	1934	FIC	SmirtAnUrbaneNightmare	, almost inaudibly: " No, sweetheart, but you go too far! Fie, sweetheart, stop, stop! all, but do not stop! Oho
15	1934	NEWS	NYT-Reg	files and put them in his desk. He could not produce them yesterday, fie testified, because some one had stolen them from. him. Mr. Colombo was
16	1935	TV/MOV	Captain Blood	afraid of Col. Bishop. No. That is, not very afraid. Fie on you deserting our captain in this way... you scurvy traitors, you Judas
17	1935	NEWS	NYT-Reg	to gain a parliamentary opportunity publicly to announce the Berlin news. He announced that fie would make the journey to Berlin as planned, and this declaration was received with
18	1935	NF/ACAD	PrinciplesPhysical	the frictional resistance to gliding of plates does not increase as gliding proceeds but does Fie. 53. - Stress- strain diagram of magnesium single crystal at 250? C. The
19	1935	NF/ACAD	PrinciplesPhysical	stage during the deforma-z z z c e tion of a single crystal may be Fie. 54. -- Bending of slip planes in a characterized (1) by the
20	1935	NF/ACAD	PrinciplesPhysical	grained tungsten bar, showing obstructed deformation at grain boundaries. (Smithells.) Fie. 60. - Strengthening a magnesium single crystal by drilling holes in it. unit
21	1935	NF/ACAD	PrinciplesPhysical	the competing slip planes are all oriented Interference Lines of the Ka Roidiation of Copper Fie. 77. -I) ebye patterns of a tungsten wire deformed and then annealed at
22	1935	NF/ACAD	PrinciplesPhysical	accounts for the inability to harden lead permanently by cold working at room temperature. Fie. 82. -Recrystallization diagram of a 0.18 per cent carbon steel. No change is
23	1935	NF/ACAD	PrinciplesPhysical	with Gibbs' phase rule. Cu 20 40 60 80 Au Atomic PerCenfGold -- Fie. 135. The system copper-gold showing compounds below 460? C. which exhibit superlattices
24	1936	TV/MOV	Romeo and Juliet	look'st thou sad? - I am aweary, give me leave a while. Fie, how my bones ache. What a jaunt have I had. I would
25	1936	TV/MOV	Romeo and Juliet	, I warrant her, she. Why, lamb. Why, lady. Fie, you slug-a-bed. What, not a word? Marry and amen, how
26	1936	MAG	Time	W. Davis? " asked Senator Gibson of Vermont examining the list. # " Fie is a Democrat. He ran for President one year. " # " This
27	1936	MAG	Harpers	, last fall, with the owner-manager of a handsome inn in New England. Fie had invested in the property in 1930 and had weathered three very lean years;
28	1936	NF/ACAD	FirstAdventures	confession of philosophic faith which smacks of the dynamistic interpretation is the late view of fie who had formerly classified himself as an out-and-out panpsychist, Professor C. A. Strong.18 While
29	1937	FIC	Play:LostColony	.) But that was before my time. (To Eleanor sharply.) Fie, rise, my child. Beauty owes little allegiance to power. (Eleanor
30	1937	MAG	SatEvePost	. Madame Balboni and all the little Balbonis having fun in an informal program. Fie wants us to write a script for next week -- get this -- just like
31	1937	NEWS	Chicago	the President will send to con? cress the first weer: in January. fie, pleaded tor postponement of action until the regular session after the presentation of the
32	1938	FIC	GeneralsLady	" And you don't even know which lady it was, I warrant! Fie upon you pretty gentlemen. Well, this was a red-headed one. Shy and
33	1938	FIC	NoStarIsLost	'd go on living with a heart of ice. He didn't care. Fie had hurt her. She wouldn't care in time. She would becomecold and
34	1938	MAG	SatEvePost	democracy working in, perhaps, its best informal manner. But the Old Reporter fie longer knew what people meant by the word " democracy, " or the word
35	1939	FIC	StoryLake	Flick would mean. He was not tired with Flick. Far from it. FIe would like to keep on seeing her. Why not? " That's just
1	1940	MAG	GoodHouse	tumbling out of cruc. cots, delivers them to hard-boiled male top-sergeants, who drill fie legs off them to start the day. The; wear feminine variations of standa
2	1940	MAG	SatEvePost	're going to repeat things you hear, repeat them accurately. " (To FIE CONTINUED) Al ter Woolworth returned, improved, Augsbury went to eat. As
3	1941	MAG	Harpers	Line West, The Return of the Weed, A Lamp on the Plains, FIE from Giulia, Figures in a Landscape, and Habit of Empire. SOMETHING'
4	1942	FIC	IvoryMischief	told that you were out. Did the Marechale fail to deliver my messages? Fie, madam, I believe you must have played me false there!' Magdelon
5	1942	FIC	AlongStreet	. " Very well, " said Mr. Wilde, and handed him the letter. fie relaxed in his chair as if he had finished his immediate duties and clasped his
6	1942	FIC	HighWindow	I'm not saying it isn't so. I'm just considering. " FIe turned his attention back to Hench. " So now, if this turns out
7	1942	NEWS	Chicago	had to have groceries, and I told him so. He told me again fie was going to kill me, so I got the gun. " Mettle Pearl
8	1942	NEWS	NYT-Let	 19420903_3 txt EIGHTH ARE FIE General Asserts Enemy Has Not Penetrated Organized Area U. S. FLIERS ATTACK SHIPS American Fighter
9	1943	TV/MOV	Presenting Lily Mars	Who would have thought that the old man had so much blood in him? Fie, Macbeth! Fie! A soldier, and afraid? What, will these
10	1943	TV/MOV	Presenting Lily Mars	that the old man had so much blood in him? Fie, Macbeth! Fie! A soldier, and afraid? What, will these hands never be clean
11	1943	FIC	LadyInLake	. " I thought that over and decided it didn't mean anything much. FIe might have been late or have missed some earlier appointment. I said: "
12	1943	FIC	HumanComedy	had assembl. in the living room, several of the lanky frontiersmen sprawling on the fie,. in front of the fire, one of the delegation said: "
13	1945	FIC	MrTuttFindsWay	You mean a doll? Sho' Ah kin sell you a doll. " FIe scuffed into an adjoining room and returned with a pasteboardbox containing a double-row of waxen
14	1946	FIC	MiracleBells	descended to the street, got into his car and drove back to his hotel. fie wanted time to think -- to decide. He paced his room with clenched fists
15	1946	FIC	MiracleBells	the dough. " He felt that he was looking at a great man. fie felt a great, tugging urge to help Father Paul. But how? Bill
16	1946	NEWS	NYT-Let	are examples of " virtually endless charges. " The plight of. the waterfowl fie well Penalties Advocated To THE EDITOR OF THE NEW YORK TIMES: Dr. Harry D.
17	1946	NEWS	Chicago	of our own men spent the winter tut-, der canvas, too. " fie added that if reports of mistreatment are proved, offenders would be punished.
18	1947	FIC	GentlemansAgreement	and the Nlinifys will have to promise not to give away my act, " fie said. She nodded, and he said, " But really. No exceptions
19	1947	FIC	GentlemansAgreement	deep breath and Michael could hear the air whistling into the boy's nostrils. fie looked taut and very handsome in a roughcut, archaic, tragic way in the
20	1947	FIC	Harpers	just built up to that. All the way up to that. " T FIE reporter nodded. He had the curious feeling he was listening to a story he
21	1947	MAG	Time	. " The phrase came from its prize, unpredictable Critic-Columnist George Orwell. # Fie on the Finns. Early in the Tribune's career, it had narrowly escaped
22	1947	NEWS	Chicago	went on trial before a jury in the federal court of Judge W. Calvin Chesnut. fie is accused of reporting only $81,210 of an income of $171,826 he had in the
23	1947	NEWS	Chicago	" said Roy A. Robs ergs, president of the Kansas City Star. " fie is a great organizer. When he came here our schools were in a chaotic
24	1947	NEWS	NYT-Reg	1945. The actress, Faye Emer. son, now Mr. Roosevelt's wife, fie, ured largely in these parts. Gifts to Girl Guests Many other guests,
25	1948	FIC	TownWithFunnyName	Joe Sam said mournfully. " Not kill. You stop. " Or did fie know? Harold thought. How can you guess what P241he sees? He slipped
26	1948	MAG	Atlantic	Affairs and that evening, while walking along the boulevard, had another stroke. fie was carried to his lodging and died next day. 4 Inc first thing that
27	1949	FIC	LotteryAdventures	any Indian, except that, now and then, an inward smile seemed to fie in his gray eyes. A godless man was Summers, good in his way
28	1949	FIC	MovingTarget	over his records. " Graves let me pull him back into his seat. FIe stroked his closed eyelids with his fingertips. " This case is. the wildest
29	1949	FIC	Egyptian	stretched forth my hands at kneecl before him, for I took him to be Fie, of whom Ptahor had spoken. t he did not heed me. He threw
30	1949	FIC	PierreTheAmbiguities	heaven, thou belong st to the regions of an infinite day! " " Fie, now, Pierre; why should ye youths always swear when ye love?
31	1949	FIC	PierreTheAmbiguities	possesses thee, my son? Speak, this is incomprehensible! Lucy;? fie!? not she?? no love-quarrel there;? speak, speak,
32	1949	NEWS	Chicago	jail. Nine Deputies On Guard She walked unostentatiously into the courtroom, looking to fie; lawyer. James J. Laughlin, for a greeting as she moved tow
1	1950	FIC	Play:FaithOurFathers	BYRD You agree, do you not, Colonel Washington? SALLY FAIRFAX Oh, fie! Maria Byrd. We know how he feels. GEORGE MASON A toast!
2	1951	MAG	Harpers	endure are listed as sheer improvidence. In Mr. Berryman's scrupulous pages many a fie is nailed, though he knows that the worst tales about Crane will live,
3	1952	TV/MOV	Studio One in Hollywood	they this child? - And made offerings mild. - Fire on them, fie. Would they beguile me thus? - Followed by their prophecy, they named
4	1952	FIC	WorksLove	pushed aside the netting and the bandagedhead and shoulders of Mr Willys were revealed. FIe was not an ugly man nor was he old; he was just very fat
5	1952	FIC	CatherineWheel	slits of the wood, glance round, a little startled, " Fee, fie, fo, fum, " she said. " I smell the blood of
6	1952	FIC	EastEden	year. Your brother got one? " " His came from a cut. fie wrote me about it. " " You notice this one of mine looks like
7	1952	NEWS	NYT-Reg	nominated, he could regain his retirement pay and 4dlowanceso but for the time beingi fie has clearly tried to place hiinCelf in a. position where he is free to participate
8	1952	NEWS	Chicago	, designated to the air force post, has a financial and aviation background. fie is a former chairman of the hoard of the North American Aviation company and a
9	1953	FIC	Outsider	long schooled in dealing with Negroes as frightened inferiors, would accept without question. FIe went to the City Hall and presented himself at the windowmarked: DUPLICATE BIRTH CERTIFICATES
10	1953	FIC	Outsider	, for, if he won it, what had he won? Eva? Fie hadn't killed to get her. Hilton was still staring at him; then
11	1953	FIC	VelvetDoublet	desk, yet knowing the assumption was only a balm for my conscience. A fie on conscience! Bell and book for the monastery and a candle for Fray Juan
12	1953	FIC	VelvetDoublet	his stern and a blast and shouted that we were Andalusians from Palos and a fie for a Portuguese parvenu with four bombards. The patrol did not hear him,
